,0
950,i had a lot of drywall repair work that needed to be done in the garage and living room. i will need to have someone else come to redo the work unfortunately and sad that i'll be paying double for this. the plumbing repair in the bathroom tub is satisfactory.  would not recommend for drywall.
951,"the absolute worst example of professionalism i have ever encountered.  made an appointment for fireplace repair a week out.   stayed home on the day of repair, and the scheduled time (1:00pm) came and passed.  called them and they literally were like ""oh..um...we overbooked, and uh, can we come at 3:30?""   4:00 pm rolled around.   i called again, they said someone called and cancelled the work order.  they couldn't even tell me who cancelled it.   do not use these incompetent people, especially if your fireplace uses natural gas, they are likely to blow up your home."
952,not happy with my experience.  gentleman did not explain well enough about repair and did not write anything down for me.
953,"this garage is less than friendly. they will do the work, but the repair costs are too high and employee attitudes are too low. don't waste your money. move onto a garage that stands up to its name."
954,"i took my daughter here for physical therapy and was extremely disappointed. the receptionist continually made unprofessional comments and made situations extremely uncomfortable. they therapists just want to get you to pay for a larger package, they do not want to see you recover. my daughter, who had acl, mcl, and meniscus repair was barely helped and had to continue physical therapy with a different office. i was also charged for copays that i paid, i should have kept the receipts, but they will do everything in their power to rip you off. would not recommend."
955,"brief update.. asked for a simple repair (well within their domain of repairs.. a minor electrical one).  i got attitude, i got hung up on, i got no repair.  i'll fix the damned thing myself and knock the cost of materials and my time off next months rent.  good thing i'm qualified to do electrical work.  this place is like a gulag without the charm and warmth."
956,"mccandless trucks are total crooks.  they replaced two fuel injectors with used and not even the right injectors.  truck ran like crap after they worked on it and then broke down.  the lying sorry bunch did'nt even put in rebuilt ones.  charged $2,700.00.  then the lying bunch could not find my truck for over three weeks when i called to see if it was ready all i got was bullshit and then jerry told me he could not find it and he said they would eat the cost of repair because of causing me to have to pay for all the extra rental time because of.  and by the way they made over $4,500 on a little body work the same time after jerry found my truck. cost me an extra $3,500.00 for a rental.  all these sorry bastards do is rip you off.  should be in jail."
957,"*update* surprise surprise my ac unit broke yet again. this will be the 4th time we've had chas roberts come out to ""repair"" it, 3rd time in less than a month. i'm so sick of this happening. nobody seems to know how to fix the real issue or even know what the real issue is. my concern is after my warranty is up on my home in a few months, this will continue to happen and i will end up paying thousands of dollars on repairs or replacements. this is a new house!"
958,"no mapping or measurements done, freehand microblading? had to pay to have repaired"
959,called and set up appointment for estimate on wednesday came out that afternoon and did walk through of issues to be repaired. never sent  the estimate after two calls on thursday and one on friday.don't seem interested in doing the job so i would never call again. i was told the estimate would be sent email but never received.
960,"very disappointed, new motor mounts installed 14 months ago, worn out already!! i asked for any resolution only to be told that 12 months is 12 months, on a repair that one should expect to last significantly longer."
961,"verbatim response i got while trying to repair a dining table
 ""it took a lot of work but, i was finally connected with someone at jofran inc. i explained your situation and was informed that even through the manufacturer, they only offer a one year warranty. i explained to them that all you need is the corner blocks at the bottom of the table. they explained that unfortunately there isn't anything they can do. the gentleman i spoke with suggested going to lowe's or home depot to have new ones made or to see if they have some available to purchase. i apologize i took some time to respond, like you said, it was quite a challenge to reach someone at the company. i hope this information is useful to you and you are able to fix your table.  """
962,do not trust this guy. three months ago i paid him 2200 to repair my roof and he didn't stand behind his work and wanted to charge me another 635 to fix it. he said the best thing to do was tear it off and replace it and i said that's what i asked you 3 months ago! if i should replace it and you said no it just needs repair. i told him he needed to fix it for free but didn't get a yes on that one. zero integrity and super high pricing.
963,"the place is very dark.  when sunlight comes through, it was very dusty. one of us used the pull out bed and the sheets had not been changed!  i knew, because when i pulled the bed out, all these crumbs from the previous quests were everywhere.  had the sheets been changed, there would not have been crumbs, it would be clean.  i now wonder if the main sheets were changed. the couch cushions were hanging out, very old, toxic memory foam, just gross.  they do not keep up this place. the jacuzzi didn't work. maintenance came and said, you have to switch the breaker on and off each time. no note on this, and the tube needed repairs. i think they either don't hire enough housekeepers or pay them low, no one checks their work.  the floors are so full of built up grime that my husbands feet were black within no time.  we left happy we are not owners."
964,"a dump. needs a complete makeover and staff training. staff was friendly, but not really very professional. the building is undergoing some renovation, but that just means that the crew needs to step up their game to match the circumstances. every interaction i had with the crew was a bit sloppy and haphazard, but very friendly. i think they just need a bit more pride in where they work."
965,"awful, i had a briggs and riley that they had to repair, and my luggage was awful.  i had it shipped to manufacturer itself"
966,we did not stay at circus circus but visited in the hopes of having a good time. well this place was sad and dirty and in total disrepair inside and out...if we had booked here we would not have stayed. i would rather sleep outside. there were hardly any employees around to answer our questions and the gambling was not good.
967,"it's not like it used to be 10 years ago when i first went to this place.
it needs some renovations asap!!"
968,"just a repair denial company for home warranty thief companies.  tell you it was wear and tear and covered to your face, then report something for a denial to the company.  absolute thieves.  them and the warranty companies they work for.  stay away."
969,"oh gawd! i made the most and worst common mistake when coming here...and that was coming on a saturday night. i took my 4 year old to meet up with some friends and their kids who were visiting from out of town.  i should've passed. geez, this place was super packed and is it just me or does the place smell like its in need of a renovation? it kind of reeks of old, layered cigarette smoke covered with nose burning odors, masked by cheap febreeze. i don't know it was just blah. the acts were ok and kept my little entertained and from wanting to spend more than my take home pay. games are pretty expensive and for a little one who likes to play and get one of those cute dolls, mines was really upset and sad. so i may pass on this place and just opt for chucky e. cheese since it's let crowded and she's more likely to enjoy her time there."
970,"just a repair denial company for home warranty thief companies.  tell you it was wear and tear and covered to your face, then report something for a denial to the company.  absolute thieves.  them and the warranty companies they work for.  stay away."
971,"a complete waste of money.  i've had an air conditioning unit that has been waiting for sears to get its bureaucratic butt in gear and have it repaired under their home warranty.  today is day 69 since our claim was filed.  after paying $1200 bucks in out of pocket fees to sears, our ac still does not work!  no wonder series is on the verge of going bankrupt.  good riddance!"
972,update:  the company has been in touch with me to resolve this situation and are scheduled to make the repairs while i'm at the house next saturday.  i will provide another update once those repairs have been completed
973,place sucks. they are really cheep when i comes to repairs. they try to half ass fix stuff until it's completely not repairable instead of just replacing it the first time. it's 110 degrees out side and this is the third time my a/c has went out in less then 24 hours. try to rent from someone else or the owner directly!!
974,tony knows how to fix things not broken and break others to get your money. charges for repair never made.
975,"don't use this company!!
i called this company for repair on a unit two years ago. they came out and did not want to deal with the problem because my refrigerator was too old. cha ching, $90 trip charge for nothing. called another repair company and they came out and fixed the problem.

today, called for a repair on another refrigerator from this company. they came out and said this unit was too old and they said other company's will come out and fix it and told me the part it needed. cha, ching $95 trip charge for nothing. 

they knew how old the units were before they came out from the model number. this is total fraud to know you are not going to work on my unit because of it's age before you come out, but come out anyway."
976,"this company was sent to repair our dishwasher by american home shield, our home warranty provider. we knew the old dishwasher needed to be replaced. fidelity sent out the same repairman 5 times and, despite minor adjustments, he was never able to fix the dishwasher long-term. we finally demanded that ahs send out a different company. it took that new company's repairman 2 minutes to discover that, yes, we indeed needed a new dishwasher -- something the fidelity repairman refused to acknowledge."
977,tried to call to ask about a repair and the mailbox is full and can not receive messages.
978,"after reading my complaints, the company contacted me and offered to pay for the repair.  my furniture is now acceptable.  i have updated my review from 1 to 2 stars."
979,"this company is horrible. every time you call to get an update on the repair status, you get a difference answer depending on who you talk to. i highly recommend taking names, every time you call. home warranty stuck us with this company."
980,"it is expensive and you get about 1/3 the internet speed you pay for. they give you some song and dance about how it's under repair for the next three hours or something like that, but let's be realistic. they know what they're doing. i wish there were more options."
981,"my water heater went out yesterday so i called the number on the unit to have it repaired. the plumber came out, took a look at my unit and decided (seeming as though he wasn't exactly sure what the problem was) that it needed to be replaced to the tune of, are you ready for this? $4000 fricking dollars. are you kidding me?? give me a break, i've since been looking into the cost to replace it online and the most expensive unit is $1800, so what, $2000 in labor? and i don't need the most expensive one dude. what a joke."
982,is every escalator being repaired? seems to me that there may be an issue with the system.  so many are closed for repair.
983,"technician had a speech prepared. bait and switch, trying to sell unneeded repairs. jerks."
984,"poor workmanship, didn't do repairs properly, cracks all over, would not recommend them."
985,"had a roof leak, decided to replace roof. owner said he would start next day. didn't start for 5 weeks. left a stack of shingles and debris in yard. jammed up a drain. knocked gutter off the hangar. after many calls, still din't clean up or fix damages, or finish a bathroom repair."
986,$2500 to repair a/c and it doesn't work at certain times. unacceptable in phoenix heat. i wasn't going to get a refund. they tried hard but couldn't get it right. too bad for me!
987,"agree with other reviewers, total total rip off, but you are stuck as they are authorized by sub zero for repairs.sub zero should do something about creating this monopoly or people will stop buying their products. i know i won't purchase another sub zero or wolf and have to deal with this company again."
988,"run, as fast as you can. i read the reviews and assumed under the new ownership it would be better, and conveniently located next to downtown gilbert. i have lived here since august and had 3 leaks in my kitchen ceiling (one of which when it was finally repaired i was welcomed home with a wonderful mess they left from the repair), a pipe burst underground in my living room (which they have so kindly left an open hole in my wall for the past 2 weeks), and now i have not had water all day due (10 am - 6pm and still going) to another pipe bursting. save yourself the headache, don't move here. it's cheap for a reason. oh, and their new ""remodel""... ha!"
989,"requested a quote for minor repairs and only quoted by the job
wanted $1k for minor repairs 
i can do it myself for this quote
you tube is only a click away"
990,not a good experience. i'm still waiting for them to stand behind their work on a repair job that was very poorly done. more information to follow...
991,doesn't honor his warranty...  i was with my friend when they said they would repair the problem and never did
992,courtesy gets an f rating from me. this company took advantage of my trust; it seems to me that the total charge of $535.95 for 4 drains is excessive and their  1/2 lb container of bio-cleaner at $48.50 is way too high.  it doesn't matter that they have an a+ rating with bbb.org or if their repair men are good. they cannot be trusted to give people a fair shake and that makes them a bad company and i will never call courtesy plumbing again.
993,terrible communication. he said he would look at our property and get us a quote to repair some damaged stucco. he never did.
994,"i'm an out of state investor, and was looking for a handyman that i can call whenever i need work done in any of my properties.  used yelp- request a quote.  this company replied very quickly, however i wasn't interested in their offer.  the owner replies ""good luck trying to scam people- get a real job"".

pretty offended for sure.  a lot of these reviews say the owners are positive, energetic people...my first and last interaction with them...not so good.

update on their reply:  i never once questioned your policies.  all i said was ""no thank you"".  then you replied assuming i was trying to scam you.  do your research before you throw out harsh words like that."
995,"was great before the renovation, now it's all hype and pure salt.  unfortunate."
996,"i just wanted to post an update..... they come out and ""fix"" the system, it goes down again. it takes 2+++ weeks to get repair out. it works a week, breaks down again! to this day, the system is not working and we still have to pay!"
997,"universal windows direct installed windows and siding on my home which looks great, however i have had more cracks and chips out of this siding than i had with the 30 year old siding that use to be on my home. i strongly feel that the quality of the siding is cheaply made.  when i called to get the chipped section repaired on the lifetime limited manufacturer,s warranty, i was told it will cost $125, so much for a warranty. i was told that my $125 will be replaced it the manufacturer found that the siding was defective, so this mean to me that i will have to pay for this cheap siding to be repaired because i'm sure i will probably not be reimbursed. i will definitely not recommend or be a returning customer because they will not stand by their warranty. maybe this is a small claims case, i will explore my options."
998,"wish i could review it. drove from tempe out here only to find that it is closed for repairs until july 29 2018!! 
will update when we can actually go in it."
999,after taking my ipad here to repair the shattered glass and being charged 90.00 to replace the shattered glass ....within 2 days it was not working again....they told me it was the mother board and there was nothing they could do....keep in mind it was working fine even after i dropped with the exception of the glass....wound up taking it to another repair place....not only did they fix it stating in writing it was a bad glass that this place sold me...they were able to repair the corners and earbud port...that these guys also said were unrepairable....
1000,continues to repair same area of the new roof they installed several years ago.  now throws warranty issues at me.  not willing to fix the problem or take responsibility.  very disappointing.
1001,"i called because one of our a/c units was not working and air dynamics was able to get a tech out within a few hours to assess our situation.  within minutes of arrival, it was determined that our compressor shorted and we were facing a very costly repair or replacement.  we were given estimates to repair, but both were for 3 ton units.  our system is a 5 ton.  hard to get a real comparison on costs when you tell people you need a new 3 ton unit and its actually 5 ton.  as well, there are more components that should have  been inspected to make an accurate determination.  i learned this through contacting other companies, who asked several questions that air dynamics did not.  and when we asked about other brands, than amana, we were unable to get bids for those products, as their system was not updated with that pricing.  based on this experience, i could not recommend this company."
1002,buyer beware!!! they don't stand behind anything they sell unless you buy their warranty.  new washer and dryer totalling over $1500.00. 3 month's old washer is totally dead. i called and spoke with the manager who told me because i didn't purchase their warranty i was out of luck i needed to call samsung. samsung is not much better. almost 2 weeks and supposed to come out tomorrow to repair. we will see. had to pay to go to a laundromat. will not buy from conns again! not worth the 90 days free interest!!
1003,"it's the perfect size and location for a billiard hall with great parking. unfortunately, after 15 minutes there...you feel like you smoked a pack a day for years and smell the same way. this place could sure use some renovations or new owners. perhaps some competition in the area."
1004,"after the renovation, i thought they would have made the subway platform wider for both directions but no. they didnt."
1005,"use to be good.  this time broke the mirror (i took pictures).  3 weeks still no word from them on repairs.  today went in with husband, and found pj, the owner, refuses to fix.  thank goodness i took pictures for proof.."
1006,"very courteous just as their name advertises.  however, beware of being nickel and dimed to the nth degree. $120 for 1/2 hp whirlaway garbage disposal (that is $60), 1 hour labor to install at $120/hour, $35 equipment charge (to pay for the tools he used).  where is a reasonable handyman in phoenix, az?"
1007,"i only go here when i absolutely have to. while it's a big loblaws, with handy access to the subway, the produce section is horrible. 

i went by last weekend to pick up some raspberries and they were swarming with fruit flies. yes, i understand that you can't help but have fruit flies around produce.. but this is a regular occurrence at this place. it was gross. 

i have also found pepperoni sticks a few weeks after the expiry date on the shelves. that was a year ago, so maybe things have changed, or it was just a fluke. 

it's undergoing some renovations - looks to me like it will look a bit like the maple leaf gardens loblaws downtown. hopefully their quality will also go up."
1008,horrible place to live!! the maintenance takes 2 weeks to come repair anything! the office lady is always threatening to evict you if you don't fill out low income paper work which doesn't apply to you!
1009,do not bother to contact them for quote we they came out to give a quote for the repair or replacement they did go out and the gave us a email quote without any details when asked to give us a formal quote they told us they would have to go out again to measure and it would cost $125 for that  most everyone else will give a free quote it seems like a bait and switch
1010,"this place is an absolute rip-off. i went in to have my necklace repaired and the lady talked me into purchasing a gold rope chain for a ridiculous $485. i was in vegas so i figured what the hell, so i bought it. when i returned home from vacation and weighed my necklace, the thing ended up weighing 4.2 grams!! i would not recommend this place. they are snakes!!!"
1011,"get a second opinion for selecting.

the gentlemen showed up promptly and were very pleasant.  however i was skeptical of their quote as there was very little damage from the leaking water heater -- and it was just slightly above what they guessed my deductible to be. so i requested 2 other companies to come out for a quote. both indicated that the damage had not traveled into the house and the only thing that needed to be replaced was a base board in the garage on the pedestal that the water heater sits on. 

drylux was nice enough to call shortly after their visit and offer me a discounted rate from the original quote but a discount on unneeded repairs isn't much of a discount."
1012,"went there 2011-04-17; the place is closed.  sign on door says ""closed for renovations"", but there there was no renovation visible and the ""noodle palace"" sign over the door has been removed."
1013,"warning...!!! 

scam......scam......scam......scam......scam......scam......scam......scam......scam...... 
rip-off artist. had a friend, that is an a/c repair tech, look at my units and tell me my compressor was out on one, and added 2lbs. of freon to my other unit. i payed the $75 for their diagnosis to get them here, even though i knew what was wrong.  they quoted $4000 for the new compressor so i told him to leave, he said he added 7lbs. of freon to the other unit, without my say, and gave me a $495 bill. i said i was not going to pay it. he said they will send me to a collections company and mess with my credit... . so i payed..

warning...!!! 

scam......scam......scam......scam......scam......scam......scam......scam......scam......"
1014,"the worst company that i have ever dealt with.  i paid them $263 for a water softener warranty.  their tech came out to look at my water softener, and he ordered a part needed to repair it.  the part was suppose to be sent to me, but it was sent to someone in another state!  i called sears numerous times, and they refused to resend the part."
1015,"do not use this company.  we called to have our a/c repaired and flores said they would have to replace the compressor, without looking at the a/c.  
called another company, they sent someone out with an hour and replaced a compressor motor condensor.  20 minutes and fixed. 

flores is looking to rip you off!!!"
1016,"bought a house & they came out to inspect septic, charged $200.  found a outlet baffle missing. said they would repair never did. $95 to inspect, $75 to find tank? fuel charge $10 and travel charge $20 (they are 20 minutes from our home).  payment was mixed in at closing otherwise i wouldn't have paid these..."
1017,"at first i was satisfied but after opening boxes, i found too many things broken including my daughter 's desk which they did tell me about. i had to wait 3 wks. 4 a repair person to come fix it & when talking to the office abt. asking for it to be sooner, their attitude was apathetic! and i regret tipping them- asked if they wanted a great futon- they said no, then futon was gone. no thks, etc. i was left w/ a negative impression!!!"
1018,"there is a contractor adage: ""good, cheap, fast, pick two"". brenner manages to do none of the above... i could tell you a very long story about my experience with them, but it would not fit in this review. it involves a water heater leak, bad repair work, a poorly re-installed water softener, another water leak, more bad repair work and a robbery. brenner's motto is probably ""eh, that's good enough""."
1019,"run the other way! if your home warranty assigns them, request a different contractor. pitiful operating procedures, horrendous communication. waste of everyone's time and will further complicate your repair with their ineptitude."
1020,"they said my whole unit needed to be repaired.  for about $8000. i declined. i went around the corner where another license contractor was working and he did the work for $200. in less than two hours. he was license, bonded and insured"
1021,"amateur exterior wall stucco repair. they couldn't come close to matching the finish and texture of the stucco. 
they came out the next day but it seemed like a rushed job. just disappointed."
1022,"jk gives it a 2star and hopes they improve it within the next few months.  in my opinion, most of the course should be under repair basically.  most of the tee boxes, greens and fairways are very rough with lots of bare or close to bare patches, or uneven surfaces, and the ground seems to be very hard in many places even where there is a thin layer of grass. it appears to need major work throughout.."
1023,"this place is a joke, they came out to look at our minor pipe repair and quoted us at $350 to fix 2 connector pieces. i told them we got a different quote for $210 and they laughed and charged us $30 to come give us a ridiculous quote. they are way too expensive as from their other yelp reviews looks like they don't even do quality work. i wish i would have looked on here before even having them come and look at our house."
1024,i can't wait until renovations are finished. who had thought a windowless maze of corridors randomly connecting train platforms and the ttc would work? more bathrooms and late hour trains would be much appreciated.
1025,"the worst place, rude employees, i come
over to repair just one finger, and they just say wait nothing else, how long or i don't know i am very disappointed"
1026,"oh, that was supposed to be a golf course? if you cannot afford to play golf.....go to great eagle. 2 million in renovations and a clubhouse / restaurant / facilities scrubbing might make it passable."
1027,"yeah... i beg you do not trust your trailer to these people.  they have had mine for 5 months and they literally can't keep track of their lies.  for the record i bought this trailer brand new from them and they now have had it ""in repair""for longer than i have had it available to use.

don't come here.  run away.  flee."
1028,"nice employees, but this company is not christian...they are out to make money at your expense. they are preying upon innocent homeowners who don't have plumbing or electrical expertise. i was quoted $3500 for an electrical fix. when i got a second opinion, another company quoted me $375 for the exact same work. plumbing wise, $1000 quote to repair 3 leaking faucets...a second bidder laughed and said, ""it would only cost that much if it was 24k gold!"" rip off. this company should be ashamed of themselves. 
instead, check out clear air & power & electrical or beebe's plumbing."
1029,if i could give them a zero star i absolutely would (and i would be way too kind even doing that) i have had a broken couch since february which is when i opened my work order to have my furniture repaired. today is may 17th and my couch is still broken (you do the math). they will not contact you to follow up on fixing your couch. i have called constantly and keep getting the run around. this place needs to be sued and/or go out of business.
1030,i retract my last positive review. i had a reciever repaired here.the equipment they installed failed 5 days after the product guarantee. they wouldl not even give me a break in the diagnostic fee of 20.00 to have it looked at again. they told me it would be about another 150.00 to fix it again.  i would stay far away from these guys.
1031,"we called them once to fix our heat, -$200. we called them, again, -$500. oh and that was without giving us an estimate. just making the repairs and sending us a bill. and the system was still broken. we finally called another company and the problem was fixed. hvac problems can be tough, but there isn't much reason to take a chance with this company. there are plenty of other hvac companies who are more competent and communicative."
1032,i was so excited to repair my credit. my husband and i signed up both of us for $129 a month! as agreed we moved forward. a month had passed and my account was charged $129 2x. i called to explain this is not what we agreed i know the call was recorded and this was something we asked several times. they said it was in our signed contract. i have looked it up and down and it is no we're to be found. this place is a bully and stole my money. i do not recommend.
1033,terrible work.  would not make job correct.  streaks throughout outside   had to hire another company to repair their work to outside.had to go fix for assistance to resolve inferior work. do not use!
1034,"avoid this company at all costs, lack of communication is the name of the game.

no water in your unit, no problem we won't tell you. 

complete repairs no problem we will charge you and not even inform you until we have a lawyer threaten legal action and add fees. 

avoid these guys if at all possible."
1035,i have no words to describe the attitude of the owner when they were contacted about repairs to the entrance into my attic after their ac tech damaged the framing around the opening. he basically accused me of lying to him about how his tech was the only one in the attic. the ac company who finally repaired my ac unit did the work on the outside air handler and did not go into the attic.  they have to repair it since i won't pay for damages done by them.  fidelity home warranty should remove this company from their vendor list.
1036,"the coffee and donuts are your normal dunkin' donuts good. 

if you need to go to the bathroom, you're going to be frustrated. 
1st, it's kept locked. 
2nd, the lock sticks and you gotta jiggle it. 
when you gotta piss....this is quite irritating. 

minor repairs go a long way guys, fix your stuff."
1037,"tried this today as the little city cafe is closed for repairs, never again. out of the beer i wanted, less than enthusiastic staff and my sandwich was drowned in mayo. i ordered the cucumber salad as my side and it was horrible. limp cucumbers drowned in some watery white ""sauce?"""
1038,"these guys are fraud and their units are rusted, salvaged from junk yard and trash cans and useless.
they will not stand behind their ""warranty"".

few refurbished (!) water heaters were purchased and installed. within a day, they started to leak from the rusted bottom plate, the controller did not work and no support what so ever. we had to pay another plumber to come and he could not fix the issues as they were not repairable due to total rust.
stay away from them if you value your money.
spend a bit more and buy new or find a better reputable company.
they are pathetic jokes."
1039,"worst people i have ever dealt with. need to continually get handyman to keep my bathroom shower stall functioning. horrible ugly tile work. shower head fell off when i first used it. was sick at the time and unable to fight them to do proper job or file complaint with the state. only people that i have ever posted a negative review.
i"
1040,"discussed the repair with the staff, and agreed to the terms for the repair. however the story changed when i went to pick it up. just not a professional facility when the communication breaks down. if you use this facility.... buyer beware and get everything in writing."
1041,"the plumbing for my outdoor faucet had been bent and was leaking inside my wall. i called vegas valley and they came in 2 days, much faster than other companies.

the worker who arrived made a hole in the stucco to access the leak and soldered the pipe shut. while the repair was done quickly and well, i was frustrated that in the middle of the repair i was told that i would need to spend another $75 to replace something that wasn't leaking (hose bibb)."
1042,"my husband and i purchased a second sofa at thomasville. it was delivered three months later. upon delivery, we noticed it ""wasn't right.""  the pieces didn't fit together properly and it was poorly made. not what you'd expect for a custom piece that took 3 months to make. 
we immediately contacted thomasville and were told to call the claims/repairs department, which we did same day . two weeks went by, no call. we called thomasville again and were told the same. yet again, we received no call. 
we decided to dispute the charge with american express. thomasville flat out lied to amex and told them we waited 15 days after delivery to call them. 

long story short... this company does not stand behind their product or their customers. shame on you, thomasville."
1043,"worst place to live at, they wake you up with repair noise loud as a modufuka and they wont even tell before hand to let you know. i wouldnt even put  a star if they had that option."
1044,"first time after renovation and two items we order for take out was below expectations. teriyaki burger was salty and too much teriyaki sauce, tinono pork belly was terrible because the pork was saggy and looks like it was a left over, so in other words next time i will stick to my loco moco"
1045,"do not recommend, the owner is a dishonest scammer ,the work was shoddy at best ,a lot of property damage that was not repaired , they stashed their debris in adjoining lots which they were paid to haul away , i had to pay another company to come behind them and try to fix their work which in the end will have to be completely removed and replaced ,"
1046,"a contractor not a handyman, can't help with hanging a 20-25 foot banner in my place. got out of that work he said"
1047,"incompetent! they have made countless trips to repair my freezer for months and it still is not repaired. everytime they claim they've finally figured it out and assure me that's the end of it. even after the owner became involved, they still failed to show up for a scheduled appointment. they didn't even call! they also repaired my dishwasher previously and now it has the exact same issue again. they all claim to be so experienced and knowledgeable, yet nothing is ever actually fixed. and everytime they come out, within one week there is always a new problem; never fails. it's happened too many times to be a coincidence. don't waste your time with this company."
1048,charged $215 to diagnose and repair my banging kitchen hot water pipes.  1 minute fix. the hot water valve under my sink wasn't open all the way.  a real professional would have been able to diagnose and fix the problem in 5 minutes instead of an hour.
1049,was unable to diagnose the issue with my fridge and gave me incorrect information. told me it was too expensive to diagnose and/or fix and i was better buying a new fridge. called another repair man who was able to fix it in about 20 mins. would definitely not recommend to anyone.
1050,"zero stars!
liars, liars, liars!!!  they came to look at my dryer. the technician told me it was the electrical portion causing my dyer to not dry fully and to not shut down appropriately when the cycle was done. technician told me that he would send this info to ahs warranty company and that it takes about 7 days to get the ok to repair it. after a few days i got notification from my warranty company that the case was closed because the technician stated ""nothing was found to be wrong with the dryer"". i have not been this angry in a very long time. i told the warranty company to never ever send this company to my house. never again."
1051,i wish i could leave negative stars.  they source the cheapest labor and the cheapest parts.  the worst warranty company...it's less expensive just to pay for the repairs.  don't buy into this crap.  it isn't worth it!!!
1052,what a rip off!! i was quoted for $685 on a timing belt and water pump replacement on my 03 honda civic lx... i only paid $430 in san jose in cali and they used all honda parts. never going to this place for any repair jobs
1053,"it took 3 appts. for this company to show up at my door.  very unreliable.  by third appt., they did not even let me know they were coming, just showed up at my door.  they wanted an astronomical amount for a new install, and $1,900 for just the repair.  i had another a.c. company come the following week.  they fixed my a.c. for just over $200 and it is running better than ever.  i would never recommend them to anyone."
1054,"very unhappy. i had a home inspection done 17 months ago. last week i noticed my foundation stem wall has 52 feet cracking due to rusted rebar(extremely common in az). i call foundation repair company who tells me""this has been going on for years and you can clearly see the 26 foot patch irregularities and paint over it"". we then discuss my home inspection. after talking with multiple experts in the field , the consensus is that the home inspector missed this very long/obvious patch. i call afj today and they say they ""are not responsible"". why get a home inspection if they miss major things like a crumbling foundation? i would not recommend this experience to any home buyer! ever!"
1055,"run...run from this countertop company. they are a nightmare to deal with and i have been living it. i hired them in august of 2017 for formica countertops in my standard subdivision kitchen. nothing extraordinary just an upgrade. first, it took them 7 weeks, i was originally promised 3 weeks but ""something, something, something"" happened in the warehouse. so, a little bait and switch but i figured i could get over it. then the install. they broke the countertops while installing them. they would not return to repair them, instead they sent me to collections for the balance that was owed. it took them over 8 months to repair my countertops. it is now april of 2018 and i'm finally getting a repair. do not do this to yourself, heed my warning run from mesa fully formed. go anywhere but here!"
1056,don't do business with these people they are greedy and don't stand behind their product. we bought a harness and one of the straps broke after only a hand full of training sessions. the guy we spoke to about it tried to come up with every reason possible of why it broke and how it was our fault. he wanted $20 to replace the strap. i refuse to pay $20 to repair a defective product they sold us. we have never had this problem with other brand harnesses. their products are clearly subpar which is why they don't guarantee them.
1057,"these guys are fraud and their units are rusted, salvaged from junk yard and trash cans and useless.
they will not stand behind their ""warranty"".

few refurbished (!) water heaters were purchased and installed. within a day, they started to leak from the rusted bottom plate, the controller did not work and no support what so ever. we had to pay another plumber to come and he could not fix the issues as they were not repairable due to to
stay away from them if you value your money.
spend a bit more and buy new or find a better reputable company.
they are pathetic jokes."
1058,"hired this company because of great word of mouth from home depot consultant team. the came out and took all the measurements very professional. but install is where it all went wrong. the measurements were wrong and shutters didn't fit right. paint job was poor like they did t dry long enough. i've been waiting three months with emails, calls and still no repairs made. they won't return my calls or emails no matter who i speak with. do yourself a favor and hire another company as i figure out how to recoup my losses."
1059,"worst company ever!  we bought our home from richmond american and sierra air installed the a/c units.  we had issues last year, they said it was a loose bolt.  this year we had problems with same unit and they said it's not covered under warranty and it'll be $581 to repair.  i called another a/c company and they confirmed it's covered under warranty.  the technician was also extremely rude.  save your time and don't bother using this company.  this is how he left our unit when we didn't agree to have the unit repaired at their outrageous price.  the technician told us the $79.99 fee was just for him to smile at us."
1060,this place is horrible no just does it look like some type of shady hole in he wall. the quality of the stitching that was done to repair my louis vuitton wallet was shit she ruined the wallet and the material they used is cheap. beware!!
1061,"absolutely horrible.  they came to repair insulation in existing doors and a performed pathetic work.  it was worse than my do it yourself attempt with home depot parts.  i called for a follow-up due to the fact the work was so horrible, patrick shifted me to another person after promising to send someone out to perform follow-up work.  the second guy only tried to sale me additional work.  patrick is a piece of crap and liar.  horrible horrible work!   stay clear of this rip off company."
1062,"they stuck me with $10k+ in repairs required after poor quality roof tie-in.  take a look at my photos that show water leaking to brick across the roof of my archadeck patio. they made a hilarious attempt to cover it up by cutting a hole in my ceiling, admitting mistakes with roof install and then as soon as they said they would pay for roof fix but not repair to damages inside - and i told them i hold them accountable, they lawyered up and pretended they had no fault. contact me for context on my experience and how awful eric kent & archadeck treats customers that pay over $50k for a new patio and then $10k+ for repairs."
1063,i have a home warranty with totalprotect. my oven went out of action on 12/23. sears was assigned my claim for repair of 1/3/2018. sears sends confirmation for repair to be done on 1/16/2018???? this is ridiculous. this is the second time (different issue) sears has provided an unacceptable appointment time frame. use anybody but sears!!!!!!!
1064,"your electrician was the last person to work under the sink cabinet when he connected the electrical cord that preferred forget to connect when they installed the garbage disposal. the base of the cabinet was so flimsy, it was not glued and only held together with one staple. we paid a qualified contractor to make the proper repair and it is fixed now. the cabinet door that would not open completely had to be cut down because your unqualified cabinet installer failed to account for the size of the cabinet, after preferred changed cabinet companies without contacting us first. yes, bill b. whoever you are, we signed off on the project only to get preferred out of our lives forever."
1065,i called in to see if they repair my refrigerator . the receptionist was so rushed .. didn't hear a word i said ... just quoted what the charge is for coming to the home. she said it so fast i had to ask her to slow down ... rude first impression was bad!!! no thank you !!!
