,0
2646,"i was really impressed with vahn. i had a house under contract and contracted him to do the inspection. he did a very thorough inspection and found a number of major issues that were not obvious. he clearly knows his stuff, and was happy to explain things to me while i tagged along on his inspection. after getting contractors to give me estimates for the major defects he discovered, i found that it represented 60k in unexpected costs and disruptive repairs, so we pulled our offer. getting a good home inspection is essential when buying houses, especially in old houses at toronto prices! the first house i bought my home inspector missed a lot of defects and the report was sloppy. vahn's report was very clear with tons of photos and diagrams indicating how the problem should be corrected. 

i got the thermal scanning package, and while we didn't find any issues in my opinion it was worth it for the peace of mind."
2647,"working with canyon desert painting was the best house painting experience i could have hoped for. don was direct, honest, professional and prompt. my house looks great! and don completed the job a day early and did exactly what he said he was going to do. he also did some extensive repairs to the patio ceiling, and it looks great. highly recommended."
2648,"the bronson brothers are awesome! mark and john have been helping out with my basses for a few years now. every time i go in, it turns into a great learning experience and my instruments are returned sounding better than ever. if you're looking to get any guitar repairs or setups, definitely come here!"
2649,"fair company that is there when i need them. they are on time, fair and thorough. i trust them with my ac and my plumbing repairs.   techs are all friendly and honest."
2650,"i had correspondence with ed about a few pieces of furniture i was looking to have repaired. he was very knowledgeable and truthful. two qualities i appreciate greatly. he was so helpful that he even recommended another company to assist with some patio furniture that needs sprucing up. all in all, ed is extremely personable and professional and i can't wait to employ his help with my old furniture in the future."
2651,"just had scott out this morning to do a small drywall repair job following a roof leak.  he gave me a fair estimate just based on photos of the area sent to his email. he was on time, did quick work with minimal mess.  he retextured the area to match the existing.  we have opted to paint the wall ourselves, so he told me how to prep the area.  definitely contact him for your drywall issues."
2652,"i needed a cheap necklace fixed and there was a bit of a wait but they did the job i asked for. cost was $10 because my necklace was super tangled but hey, can't complain when someone fixes something you just can't do yourself. if i need any jewelry repair again i will return."
2653,"jason, jason, jason. i can't explain how pleasant it was to deal with jason. i called cool touch and an hour later jason was there.  my downstairs a/c had went out and i was dreading the repair. jason was amazing he found my problem right away and fixed it.  i was up and running 3 hrs after it went out. my unit has never worked better. i definitely recommend cool tough and especially jason. great dude will be using again when in need"
2654,i went with desert greenscapes to  redo my lawn for a rental property in las vegas. we went with  artificial grass and shrubs with a drip system. donald was great. everything was done to code and flawlessly exucuted. he really knows what he's doing and how to do the job right. he even recommended a plumber to repair a pipe by my water heater. the job was done beautifully and i wasn't ever needed on the property. i highly recommend this company.
2655,they returned my message in a timely message. came and checked out issue. pressure valve. also found another issue which was a previously done ...an unprofessional repair. fixed at a fair price. i will call them again.
2656,i contacted jeremy on a sunday afternoon with a yelp message and he responded in less than 15 minutes! i had jeremy come and install a bathroom fan. him and his team were very professional and went above and beyond with what i asked. i also needed a drain fixed which they adjusted very quickly. i would highly recommend using jeremy for any repairs you need around the house. jeremy is for sure my go to guy for any future handyman work. thanks again for your outstanding work jeremy!
2657,very professional. confirmed appointments. communicated clearly. worked efficiently. repaired self closing mechanisms on sliding doors without doing more than necessary. very happy with the work and the support of office staff. highly recommend.
2658,"i called upright door after calling two other repair companies since their sticker was on my garage door.  they scheduled an appointment for a free estimate.  larry is a no nonsense straight shooter.  the price he quoted to replace all 4 panels including tax was less than both of my previous quotes not including tax.  they scheduled the appointment and did the job right and left no mess.  i sell real estate and will definitely be calling them if i ever need a garage door replaced or repaired!  great job upright doors, keep up the awesome work!!!"
2659,"we were referred to griffin brothers when we moved here a year and a half ago and have gone many times, mostly for routine maintenance, and for more complicated repairs as well.  they have been terrific every time.  staff is honest, knows their stuff, and super friendly.  great days & hours, competitive pricing, and offer a shuttle ride to your home if you need it.

i wouldn't use anyone else -- that's how highly i think of them.  highly recommend."
2660,the salon's recent renovations are simply gorgeous and high end. i've been a client if tina's for awhile and she always does a great job on my mani/pedis. she knows how hard i work and she makes sure my experience is relaxing and that i leave feeling pampered. 5 stars!
2661,"this is the best company . reliable and they do great work.  recommended 100%.
i would use this company for any and all repairs."
2662,"i was worried about some of the cracks in my new house that my original inspector didn't found. i contacted kevin for sanity check. he quickly replied in yelp, and answered my call the next day. he's very knowledgable, he explained what he thought was going on, and suggested me to contact my original inspector. however i still decide to let kevin come as he seemed very trustworthy. i was able to schedule an appointment for the next day. for very little amount of charge, kevin thoroughly checked my house, found out potential issues that my previous inspector didn't find, suggested repairs and told us it's all cosmetic problem, not real structural damage. he even sent a report later in the evening. it's a huge relieve for me as a fist time house buyer. kevin is awesome."
2663,"these guys are  miracle workers.  i just had my second and third rock chip, about a quarter-size each repaired and you only see the past damage if you look very close.  the repair window was 8-12 am.  technician called 30 minutes before showing up and 8:30am, sharp.  very happy."
2664,"kevin did two home inspections for us and was very thorough. he went over all of his findings at the time of inspection, and his report followed quickly and detailed everything he discussed previously, including photos. he highlights things that should be repaired, safety concerns, normal maintenance issues, as well as things that should be monitored. he goes above and beyond and is very knowledgeable in many areas. i highly recommend kevin!"
2665,austin is a great guy. great attention to detail.  this place has consistently over delivered every time i've had repairs done.
2666,"scheduling was easy...cory is courteous,on time,efficient, knowledgeable, professional. i will definitely contact him again for any repairs."
2667,"super helpful.  they've got anything and everything you need from camera repairs to film development supplies.  however they don't develop film in this building, but their next door neighbor does!"
2668,eli is excellent. trustworthy and capable of many different types of welding repairs. i've used him to primarily fix side gates. affordable and quick. highly recommend.
2669,these guys are great. i saw there sign on the median on tatum and was happy to get my problem diagnosed for free. the repair was affordable  they gave me a quote and told me what the problem was so i priced it before comitting to the repair but it was still the best price!
2670,"andy is absolutely top notch.highly reliable and and honest pricing. he will come out and tell you what you need and how much it will cost. no up selling like some of those ""big"" companies out there. if you are in need of repairs or even a check up, make sure you call air fit."
2671,"one of the best indian restaurants in town, if not the best. the buffet is especially is worth the trip.

recent renovations have taken the restaurant from being a bit sketchy looking to downright attractive. it's not completely done just yet, but it's getting very close."
2672,"this company is fair and honest.  i knocked my hard drive tower off of the desk.  it was mangled on the outside and i thought the fan had stopped working   i was prepared to buy a new one,  luckily a friend suggested i go here and see what they said.  for only $30 they repaired the tower, tested the function and cleaned the inside.  all this in only 1 hour.  i would return if necessary."
2673,"the lockharts are awesome. i was able to get a last minute appointment to repair a permanent retainer. the staff was friendly, well educated, and fast. i was greeted with a warm welcome and smile. the facility is amazingly modern, clean, and welcoming. if i lived in nc, i'd absolutely make this orthodontist office, my primary office. support quality african american business! thanks again for the wonderful experience!"
2674,"great work by chris at our home.  we needed some baseboard work done.  chris made sure we had the right selection of baseboard and then made sure he was able to do the job efficiently 
he was prompt focused and very clean in his work 
we have had jeremey the handyman work in our home several times 
we really like the work chris does and he is a pleasure to have in your home"
2675,my company has laserjet-type printers repaired and tuan is a great printer technician. he is very experienced with these units and we are satisfied with the cost and results. thanks.
2676,"feast buffets is taking las vegas by storm! they r getting so much better each time i m here. and i heard they r also taking over the palm casino n is remodeling the palace station. can't wait to try the feast buffet at the palm when they finish the renovation. anyway, the feast at palace starion is stil one of my favorite! there is never a wait. even though it is one of the smallest feast buffet in the valley. but it is sufficient to keep u full n satisfy!"
2677,"always a pleasure to do business with this aamco.  fast and professional. 
had my truck repaired in 15 minutes."
2678,"honestly, i'm glad that i didn't read any of the former reviews of this place. i have a pair of cowboy boots that i love which i took here to replace the soles and heels on. i was given a shorter time frame than another local repair place offered which was the first positive. then, i took a chance on seeing if they would be available sooner by calling a day early. they were. that's positive #2. lastly, the work that was done was awesome. the bottoms of these boots look better than the factory work that was done fresh off the shelves. i obviously can't speak on anyone else's experience but my own, which was exceptional."
2679,we had a water leak behind our washer and dryer and needed some drywall replaced. i decided to give twd a shot at the repairs. the results turned out good and i am happy. they were quick with the work and cleaned up when they were done. only negatives - they were scheduled a few weeks out for repairs and they are a bit expensive.
2680,"these guys are legit. nice, friendly and thorough. there's no pressure to repair anything. they give you your options and let you decide what to have done. i highly recommend them!"
2681,ted has repaired several rods and a reel for me with great results !!!
2682,just want to update. i had this company out again for another windsheild repair. it was the same tech and he was again absolutely amazing. very friendly and professional. got the job done right and within a timely manner. i would recommend this company to anyone. :)
2683,"i called dror at liberty home repair to stucco a window at our home. he returned my call promptly, gave us a date to do work within 3 days and was very fair with his pricing. the work he completed for us was excellent. we will be using him again. highly recommend!"
2684,"i have a 2 story home that had a 1/2 bath on the first floor. i was hoping to add a shower to the first floor bathroom that would be affordable. we fix ugly homes have their remodelers work with you to ensure you will be happy  with the materials they use and the work they do.
they are dependable and trustworthy. they work quickly and show up when they say they will.
i couldn't be happier with the results. the shower looks like it was always there.. not like an ""add on"".  they also did a few other repair jobs i needed done in the house. 
everything looks great and i am so happy with the results. bob and daniel were the father and son crew that did the work. they were awesome!"
2685,"thank you again for handling my repair needs.
professional and courteous. 
dan s"
2686,"i had hired another company to fix my irrigation system there was water in the irrigation box. i called affordable sprinkler repair the first time - they sent to my house a man with no tools. if i tell you there is water in the box, how are you going to get it out? the guy also needed a garbage bag for the items he replaced. chaz from affordable, couldn't get the system to turn on, and that wasn't broken! chaz had to read the manual because  he didn't even understand the system. the guy who owns affordable tells me they replace not fix!
anyway...after that i call a ronnow lawn sprinkler and explain what is going on. because it was late on saturday afternoon, i needed to wait until monday, no problem. they had truck problems on monday but came first thing tuesday to my house.
sure enough...mike knew what the problem was..the wires weren't connected properly. there was noting wrong with the system now....it was the connection. took him less than 3 minutes to figure this out.
i recommed this company to everyone in the las vegas valley. i wasn't treated like a stupid woman."
2687,"thank you anytime plumbing! jonathon came out to repair our faucets. he was on time, professional and did an outstanding job. 
i will definitely call anytime plumbing for our plumbing issues!"
2688,awesome. i had a pretty large tear in my leather seat and they had repaired it. the fabric matched perfectly! price was fair and the people were very nice. very happy with the work.
2689,"after having citiwide come for a repair filed through my home warranty company, i decided to purchase a new garage door and have citiwide install it.  tom showed up at the scheduled time, and installed the door and adjusted it perfectly.  great job!"
2690,what can i say i say about this place that hasn't been said by others.  ikea is a dream come true.  it's like an adults toys-r-us.  they've got everything for your home you can imagine.  and as someone who's bought a bunch of their furniture (and shipped it home to hawai'i piece by piece) the assembly of those items can really be done by anyone...from the construction handyman type...to the couch potato!  the mock up display rooms cater to your senses and they allow you to come up with some pretty cool ideas on your own...once they've inspired you.  and before leaving don't forget to stop off in the cafe for those famous and oh so good meatballs!
2691,i went to sadie a few weeks ago for a repair she was fantastic and awesome. she definitely knows what she's doing and is very professional i would highly recommend her thanks sadie!
2692,you can't go wrong choosing comfort experts for your hvac needs. i found this company using a random google search and boy am i happy that i did. ryan has exceeded my expectations for an hvac vendor and has showed professionalism and great communication with myself and our customers on top of superb repair quality. i highly recommend comfort experts for all hvac needs.
2693,"this is our fifth year with season tickets.  we love going to all of the games.  the staff is always helpful and friendly, the seats are easy to find and the concessions are pretty good too.  

the renovations look great and we finally have seats where we can see the scoreboard.  

i-l-l......"
2694,we recently used kevin for our home inspection.  the house was a flipped foreclosure so the seller knew very little about the house.  kevin was able to give us an idea of all of the things that would need to be fixed and things we might be able to do later on (move the washer and dryer). because of his professional and thorough inspection we were able to negotiate many of the needed repairs to be done before closing.  kevin was very flexible in scheduling a reinspection to make sure the repairs were actually done. he saved us a major headache! we will definitely be using kevin again.
2695,"contacted several handyman companies concerning a drainage problem. one said it would be two weeks to schedule a visit to obtain an estimate!!!??? and then a month to schedule the work.
handyman extreme handled our estimate via text and photos within two days. brian came and constructed a customized solution for our drainage problem! work was completed to our complete satisfaction within four days of contacting them!!!! fantastic!!!! will use them again for any further work around our home"
2696,"okay, it is high time i write this review since i've been coming here once a month for the past year or so.  i fly into vegas monthly for work and this is my go-to gym when i'm in town.  i happily pay the requisite $10 for the privilege to work out  here.  why is that?  why don't i go to 1 of those behemoths like lvac?  because the staff here are chill, the gym is clean, the equipment are in good repair and the overall vibe is right for me.  people come in to workout.  i don't see anyone chit chatting and hogging up the benches or weights or acting foolish to impress the chicks."
2697,stopped in to get some repairs done. the location has plenty of friendly staff and is extremely busy at all times!
2698,a good place to be. friendly staff and helpful staff. i am going to say that they are temporarily closed until dec 5 for a renovation.
2699,i've been here a few times and it has always been so delicious and authentic!! sad news - the restaurant is closed for a year for renovations starting dec 31!
2700,"our a/c was on the blink, nothing like being in triple digits without it!  we called anthony james air and anthony came out,  we were very happy!  thought we would have to replace our 16 year old unit. he repaired the minor issue. he was very professional, honest and thorough. going forward, we will definitely call him for all of our a/c needs! we will very highly recommend him to all of our friends and family."
2701,"best plumbers in the valley! we highly recommend them and couldn't be happier. they came to fix a broken vent line in wall that roof rats were getting in through. they also fixed our slow draining kitchen sink and installed a new garbage disposal. they did this all in less then a day and came just an hour after calling them! they even rematches the wall. we found them to be extremely knowledgable and easy to work with. they even kindly worked with our home warranty company and we were able to get my company to pay for the repairs with ease. our kitchen sink and dishwasher has never drained better. they actually moved our drain connection down to be more accurate for how drains should flow now on our 1940 home. not only did they become best friends with our dog but they cleaned up after the work and did a great job. i highly recommend working with these guys. they are honest, reliable. and knowledgeable!"
2702,"been using cool concepts for 3 years for maintenance and repairs.  prompt, reliable and reasonable.   give them a call."
2703,great at returning items that were damaged or not working with no issues. just bought a house so i'm there every other day. helpful and usually have everything i need for my home repairs and remodeling.
2704,lyons roofing came out to do a roof inspection.  they told us our roof was actually in good order - what we saw was not an actual issue with the roof - and that our roof had 8-10 more years of life.  he went further and recommended some things that should be done -- and here is the best part -- they told us what and how to do it all ourselves.  the cost for this was exactly $0.  we will definitely be calling them when we do need more extensive repairs.
2705,"dexter went the extra mile and diagnosed a nasty intermittent ignition switch.   timely calls, diagnosis, and repair in a few days.  cameron called tac and isolated, repaired, and solved a mysterious malfunction that did not duplicate or present itself.  when it did, it was fixed quickly.  thanks!"
2706,"definitely would recommend this company.  victor came out, looked at the repairs we needed, got us a quote, and had the job finished within 3 weeks.
the workmen were knowledgeable and friendly. they did everything they said they would do. and, even sent pictures with the final billing. desert valley roofing is our go to company if we need any repairs in the future for our own home, or rental properties. thank you!"
2707,"jesus arrived within three hours of my call. he was professional,knowledgable and informative. initial estimates were very fair. unfortunately it was quickly determined that repairs would take more time than initially thought. however, i'm looking forward to continuing to work with bumble bee plumbing and would encourage anyone else in need of their assistance to give them a call."
2708,"thank you for friendly, knowledgeable technicians! had to deal with a horrible company previously. it's so refreshing to be treated with respect. i will definitely request you for any future repairs. happy thanksgiving!"
2709,"mark and victor delivered exactly what they quoted.  they met their timeline and the crew did an incredible cleanup.  our roof looks brand new.  i have lived in lv for 40 years and this by far is the best contractor/client encounter i have every experienced.  if you need roof repair/restoration us desert valley roofing, you won't be disappointed."
2710,"john is an absolute stand up guy, honest and reputable. if you're looking for mobile repair he should definitely be your first and last call."
2711,"javier is super professional, prompt, and an excellent communicator. i live in santa cruz ca, but have an investment property in las vegas that needed some exteriors stair repairs.

i found this gem of handyman by submitting my project on the smith app, and once he was hired, i was able to handle everything from santa cruz without having to set foot in vegas. this was due the fact that javier is trustworthy and submitted pictures as the work proceeded and was finished.  

everyone else that quoted the project wanted to completely replace the stairs. javier came in and fixed what was wrong for an excellent price and didn't try to quote unnecessary work. 

highly recommended thank you javier :)"
2712,"shower faucet decided to quit working and water was leaking by the buckets so i went to yelp to find help. i came across this company and based on reviews, decided to give them a shot since this was pressing and of course on a saturday. mike arrived on time assessed the problem and provided multiple quotes for various ways to make the repair.  it wasn't a cheap fix but mike knocked it out quickly, was very detail oriented, pleasant and trustworthy. i would call on them again and recommend them to others."
2713,"i love almost everything with the library.  my only issue is that it is far too popular/busy, but i think in part this might be due to cpl crowfoot undergoing a very long renovation creating issues.  time will tell once the cpl crowfoot renovations are complete, along with the new cpl rocky ridge location opening up in january 2018.

ps. all cpl locations have wifi; however. most have issues as their routers are only designated to accommodate 12 people at a time, or so i was told.  cpls are very popular; hence, often cpl wifi networks are either hard to get onto or drop you after a certain amount of time.  hopefully, wifi will be upgraded accordingly very soon to better accommodate the popularity of cpls.

pps. most times the bathrooms are dirty/wet for heavy use, and lack of paper towels.  the hand dryers are very hard to use for most, since you need to place your hands up into the dryer for it to work properly."
2714,"i seldom write reviews for businesses but i know how daunting it is to find a reliable handyman. i'd like to point out that brian does an exemplary job. he has a very polite and knowledgeable demeanor, and delivers excellent results. i've used this company for three jobs and i will keep using them for future needs. i especially like the fact that they base their estimates on specific details that the customer provides through pictures and measurements."
2715,"don and rob are not only dog lovers, but also excellent plumbers. they are friendly professionals. i had a broken shut off valve and had to shut off my water to my home. they came quickly to my assistance. they were incredibly prepared with all of the necessary parts. they were kind enough to repair a few more plumbing issues which i had ignored for years. they exceeded my high hopes. their prices are very fair. a good and trustworthy plumber is hard to find and if you are reading this post, believe me you have found the right plumber.  you won't be disappointed."
2716,i used scott for a small drywall repair and he did not disappoint. i sent pics via text and he immediately responded with a quote and was out the next day to do the repair. the finished texture matched the rest of the walls perfectly - you would have never known it was repaired. thanks again scott!
2717,jeremy and his team are great!! i have used them for all kinds of projects from plumbing to electric! they are the only handyman team i will call!!
2718,had 12 patches of drywall repaired and he did exceptional work.  the electrician left me with holes in the ceilings and walls and now you can't tell they were ever there.
2719,"i had an extremely positive experience at abra. it was quick and easy to schedule an appointment, the abra team updated me daily on the progress with my repair, and arranged for my rental to be dropped off at their facility. my repair was completed in a timely manner and the abra team made this process as smooth as possible. thank you!"
2720,"a tree fell down at the end of our row of town homes and broke the water main that supplied the water for our 4 town homes.  rt plumbing was called right away, which was after 6 pm, and they were on the scene within 30 minutes.  they made the repairs quickly and are top-notch guys!  i highly recommend them!"
2721,"before the renovation, pure was one of my favorite clubs in vegas and now after it still love this place. 
the promoters working for omnia are always great. fast ""staff guest list"" line. 
great outdoor patio and crazy interior."
2722,"never did the yelp thing before. ..i just have to now. i gave chris a call....he came out, gave me a spot on estimate.  he repaired and cleaned 2 couches...they look and feel brand new!! i'm so impressed with his work ethic and integrity.  he does excellent work..will recommend him to anyone! !!"
2723,"i needed my sliding door fixed and was able to get someone out for an estimate within the same day. haim, one of the owners showed up, gave me an estimate, and started work the next day. he explained what the issues were after the job was done and also cleaned up! he worked fast and wasn't sloppy with his work. besides my sliding door, i am most grateful for his honesty! it's hard to come by honest people these days. i would 100% recommend them and call him again if any repairs are needed."
2724,az furniture repair was able to do a quote for an ottoman repair via email and then came to the house to repair. ottoman looks brand new again. i would hire them again.
2725,"a real professional organization. they repaired dry wall and painted for us. the estimate was honored without requests for change orders for additional work. the project is available online, complete with pictures and paperwork. the two people who worked in our home were clearly proud of their work. they were thorough, courteous and very neat. a project manager came out to inspect the drywall repair. would highly recommend to anyone."
2726,"had to get my ipad 2 glass repaired for the 3rd time. cheaper now at only $43 bucks if you get the $30 coupon online, great deal and repaired within 2 hours."
2727,"john was very responsive, knowledgeable, and patient in locating the parts to repair our ancient bathroom fixture. on top of that, he and his crew were friendly and fun to work with. highly recommended!"
2728,best leather repair ever! my dogs had chewed up the corners of my sofa and chris was able to repair them and they look great!
2729,"i have an old school clock i purchased at auction repaired at clocks and locks. it was in worse shape than i had hoped and needed a complete overhaul. but, two weeks later, the clock was ready and running perfectly. the owner even gave me some pointers on maintenance and how to set the pendulum for greater accuracy."
2730,"needed a small repair and didn't want to have to deal with big companies with larger overheads and long waits for appointments. 

scott was able to quote me using a picture i sent, showed up as expected, did quick work. i now know who to call for any future drywall repairs. thanks."
2731,"i have been working with melodie coy at lamps plus for a number of years.  as an interior designer, i am only as good as my resources. melodie consistently excels in understanding my design needs and helping to keep me within my budget with suggestions and selections. she is prompt, a consummate professional, friendly and has a vast and educated understanding of the often complicated aspect of lighting.  she reminds me of ceiling drops and other architectural components and asks all the proper pertinent questions rather than simply taking the order.  she has been a huge help in my renovation work and i am grateful for her eye and knowledge which she shares when asked.  melodie has also recently expedited two deliveries for me which went above and beyond.  melodie coy is an asset to both lamps plus and anyone looking for smart, tasteful, design help with lighting!"
2732,they came out within an few hours of calling them and were quick and efficient with handling our repairs! very happy with brandon heating and air conditioning!
2733,"these guys know everything about performance. lance was awesome and walked me thru everything i needed to know. travis was on the spot whenever i had a question.
you cannot go wrong with these guys, they have been doing performance enhancements and repairs since the 60's."
2734,"i received a fast quote which was very reasonable, he was able to get it done rather quickly and efficiently.   dror was exceptional, and i have a feeling i will call upon him to do more of my handyman needs.   thanks!!!"
2735,"i use this place exclusively for my repairs.  first, after another place on the street told me i needed new shocks/struts, they checked.  i didn't.  they've been fair and honest as it comes, and i trust steve, the manager to tell me what i do and don't need.  pricing has been fair, work has been good and timely.  no complaints at all."
2736,"i've been a customer of tempe camera since 1990, the staff is very helpful, if they don't have an item in stock they can order it. they repair all my photo equipment and keep my gear working, many thanks to the staff at tempe camera."
2737,i contracted eric to repair damage on the stucco near my garage. he did an excellent job and was true to his word. he took pride in the work and went above and beyond my expectations.
2738,"they were the only company to remove roof tiles and actually look at what needed to be fixed before giving me a quote. they gave me a timely quote and scheduled me for my repair, showed up and did the work when they said."
2739,"10 stars!!!!!!

chance and c.j. come through again for a last minute small job to help a senior with a faucet repair. she is happy and relived and we are again thankful to chance and c.j. for a quick and clean repair!!

thank you"
2740,"brian and his team was very professional! they fix my transmission on my 2005 ford explorer. they were fast   
and got me on my way. thanks again vegas transmission repair!"
2741,"we have used shannon and her team on our floors in 2 different homes.  we were equally as impressed with both jobs. in our main home they cleaned, repaired , polished and sealed our travertine. our floors looked like palace floors, we couldn't believe the difference. in our condo, they cleaned up the tile and did an amazing job on our patio.  quality and amazing work, delivered by professional, hard working and honest people.  every employee we met was courteous and skilled. i will be using them again and highly highly recommend them to others. you won't be disappointed!"
2742,"extremely satisfied from the beginning discussing the job through completion of the work. i had exterior painting done that was beautifully executed and when it was finished, i was really glad i had ameripro do the job. they pressure washed the stucco, made repairs to the cracks in the stucco and applied the paint to the stucco, metal surfaces and pop-outs. the repair to the cracks in the stucco was done so you wouldn't even know it was done and all the painted surfaces look perfect. the forman/quality control person (clem) made sure everything from start to finish was done to my complete satisfaction. based on my experience, i will use them again and highly recommend them. ...and oh by the way, their pricing was very reasonable as well as worth every penny."
2743,"eric did a fantastic job on our block wall repair! it was hard to get anyone to do a small block wall repair but eric came out, did an amazing job! very professional and reasonably priced. we will be using his again in the future and will recommend him to friends and family. thank you"
2744,"after 3 unproductive visits from the ac company that installed our unit that was still under warranty in our new home, we decided we needed to find another ac company if we ever wanted ac in our master bedroom again! my husband found integrity on yelp. dave, the technician came out and had the problem solved and repaired in an hour. happy household again!"
2745,i love there pizza and wings . i just think they need a lil renovation and fix the smell that might be coming from the restroom .
2746,"dennis had to do repairs of drywall after canned light installation. this included patching the 1980's dugout ceiling area where horrible fluorescent lighting had been.  when the fuorescent system was removed there was quite a big ridge that had to be repaired on the edge of the cutout and he completely smoothed it out. in this trip dennis also enlarged the top of opening into kitchen to try and create a more open feeling.  

he was ontime, professional, and taped off work areas to minimize dust spread.  his work was wonderful. it was impossible to see where any of the old fixtures had been.

i would highly recommend him for any job"
2747,"epic painting just painted a few rooms in my house and they did a superior job! they definitely dont rush their work, and it's worth it. we had quite a few repairs that need to be done to the walls and josh and his crew patched them perfectly. overall great job!"
2748,phenomenal experience! i was told my repair would take an hour and cost $70. it really took 40 minutes and cost $48. i felt like they were honest with me and were very personable.
2749,"scott, with acsi did my last home inspection for my most recent home purchase. his inspection was thorough and i new what issues i had to deal with at the home i was buying. he put my mind at ease about what was truly major concerns compared to minor, run of the mill home repairs items. the list may have been long but most were of a minor nature. i wouldn't hesitate to use scott for a home inspection."
2750,"wow! we called the same day and javier not only responded quickly but was able to assist us within only a couple hours.  he was very friendly and very knowledgeable in various handyman problems. 
he was very professional and went above and beyond by helping us with more than what we originally asked for. 
we will definitely be using him again!!!!"
2751,thank you!  i needed some costume jewelry fixed.  no more home jewelry parties for me.  i always end up getting things repaired.
2752,"i was recommended to ferguson's when we did a major renovation on our home.  i walked in feeling overwhelmed with all that i needed and thankfully terry approached me.  he was the best!  we spent countless hours going room by room in our house to get everything we needed.  he's knowledgable, friendly, and has a great eye for detail.  everything was either in stock or just a day or two for delivery.  would recommend terry at ferguson's for anyone updating their home!"
2753,"i recently had a 2 chips in my window and by chance met anthony the owner of greenshield at my kids school, i asked if the chips could be repaired and what do i need to do if so.   he was very polite and professional and explained the importance of having the chips repaired before they caused more damage to the window and that he would be able to fix it right then and there if i would like. he did such an amazing job, i can't even see the chips anymore. it also didn't take much time at all, it was quick and a beautiful job. i will use greenshield again and recommend to anyone needing a window repair."
2754,i have used legends garage door several times now and they have done an outstanding job every single time! from replacing an old opener to repairs. always on time and fair and reasonable pricing. they are my go to people for my garage doors.
2755,"a & d repaired the front of my honda odyssey, replaced front clip, hood, lights, etc.  the repair looks great and the paint match is perfect.  the repair was completed ahead of scheduled time.  i am completely happy with this repair."
2756,"professional describes this experience! communication before the job was excellent. communication day of install was excellent. when they arrived at my house it was obvious that they knew what they were doing. before i knew it, the door was installed, i had received my instructions and they were gone. they were also clean. now if i could just get them to do all my handyman work...great work gentlemen."
2757,great job!! we had a leak in our master closet as well as some displaced tiles. they came out for the estimate used an ipad to show us the roof and where it needed to be repaired.  they came out on time it cleaned up everything after and we no longer have a leak. i've check every time it has rained. dry as a bone. but we have a year. very happy and i would recommend them to anyone who needs some roof work done.
2758,i just had a rotted door frame replaced by dror. the work was quality and he was very easy to deal with. i wouldn't hesitate to use liberty home repair again.
2759,i am a realtor and property manager and i have always used excel painting for handyman work and painting.  even my clients use them. they do a great job
2760,"would highly recommend dror, he was able to come over next day and repair some items on a house i was getting ready to list. the work looked great and i will be using again in the future!"
2761,steve and his wife came out to repair my wooden entrance steps. they did a great job. the best part was that he didn't bother me until the job was done and i was able to sleep. looking forward to giving him more projects to do around my home in the future. he really wanted to get the job done and i like that type of business.
2762,"quick and painless repair. i would have given this tech five stars but i took the device to them. other than that, i would recommend this company and associate to everyone!"
2763,chris did an amazing job. it's hard to believe it's the same sofa. he repaired a cushion the dog chewed and re-dyed a very badly faded sofa to like new!!
2764,"we can't say enough good things about dror.  he came shortly after i called him and was able to do a wide variety of jobs.  after taking down one of our ceiling fans which i thought needed repair, he told me it had not been installed correctly and should work just fine.  another project we had was one of the bathtubs only got cold water.  dror knew exactly what part was needed to be replaced and went to home depot, got it and installed it.  he works quickly and thoroughly.  we highly recommend him.  we have a couple more jobs and will be calling him again."
2765,they quickly scheduled the repair for the garage door and did a nice job.  nice warranty as well.
2766,"i got home tonight and my water heater was leaking. it flooded the garage. i looked outside and saw a sunny plumber truck outside of my neighbor's house. i ran over and caught the handsome sunny plumber man and asked him to come over and take a look at the flood (gosh he was cute). came over, stopped the flood, told me it was some valve that was leaking, fixed it, and didn't try to sell me a bunch of other crap like the rest of them do. i guess they really are the bright and shiny repairmen! i'd recommend them to anyone."
2767,"quick response time on emergency repairs, great communication, friendly and professional staff. shout out to cherish in particular, she's very helpful and always friendly, even when i sometimes bombard the office with calls and emails."
2768,"my ill 75 year old mother had just discovered there was no hot water and wanted it fixed! being new to the area, i received matt's name from a friend who just built a house and i hoped he handled smaller projects also. 

after calling matt, he was able to come out the same day and totally rebuild our 40 plus year old hot water heater that day!! 

before matt started he covered options and explained the pros and cons of each so i felt i could make an informed decision. matt then picked up all materials, repaired the water heater, and removed all debris from the job site. 

i have used matt several times for projects around the home and each has been handled in the same professional matter. if you are looking for a knowledgeable, dependable and affordable plumber for large and small projects, look no further than plumb masters!!"
2769,"i've been to this location a few times and the staff are always friendly and quick, but thorough. i've never experienced the aggressive up-sell described by another reviewer. they even went the extra mile and recommend a local garage for an unrelated repair that i needed!"
2770,i cracked a tooth over the weekend and despite having no appointment i was seen within an hour. my tooth was quickly repaired in short order. very friendly and kind staff. i highly recommend .
2771,"we've taken lots of stuff  for repairs here the lady was very kind, honest and helpful and she was able to repair a cherished teddy bear of mine that my dog chewed the head off of it looks brand new and i can't thank her enough."
